TABLE:  Element Forces - Frames,,,,,,,,,,,
Frame,Station,OutputCase,CaseType,P,V2,V3,T,M2,M3,FrameElem,ElemStation
Text,m,Text,Text,KN,KN,KN,KN-m,KN-m,KN-m,Text,m
9,0,COMB1_ULS,Combination,-1772.556,1.186,29.436,6.648E-14,332.7535,11.4585,9-1,0
9,8.575,COMB1_ULS,Combination,-1863.54,1.186,29.436,6.648E-14,80.3408,1.2855,9-1,8.575
9,9.81,COMB1_ULS,Combination,-1876.644,1.186,29.436,6.648E-14,43.9874,-0.1797,9-1,9.81
9,9.81,COMB1_ULS,Combination,-1876.644,1.186,29.436,6.648E-14,43.9874,-0.1797,9-1,9.81
9,17.15,COMB1_ULS,Combination,-1954.524,1.186,29.436,6.648E-14,-172.0719,-8.8876,9-1,17.15
9,0,COMB2_ULS,Combination,-1809.47,1.183,31.618,6.648E-14,363.9346,11.4086,9-1,0
9,8.575,COMB2_ULS,Combination,-1900.454,1.183,31.618,6.648E-14,92.8062,1.2632,9-1,8.575
9,9.81,COMB2_ULS,Combination,-1913.557,1.183,31.618,6.648E-14,53.7573,-0.198,9-1,9.81
9,9.81,COMB2_ULS,Combination,-1913.557,1.183,31.618,6.648E-14,53.7573,-0.198,9-1,9.81
9,17.15,COMB2_ULS,Combination,-1991.437,1.183,31.618,6.648E-14,-178.3223,-8.8822,9-1,17.15
9,0,COMB3_ULS,Combination,-1828.463,1.182,25.073,6.645E-14,290.7908,11.3902,9-1,0
9,8.575,COMB3_ULS,Combination,-1919.446,1.182,25.073,6.645E-14,75.7857,1.2575,9-1,8.575
9,9.81,COMB3_ULS,Combination,-1932.55,1.182,25.073,6.645E-14,44.82,-0.2019,9-1,9.81
9,9.81,COMB3_ULS,Combination,-1932.55,1.182,25.073,6.645E-14,44.82,-0.2019,9-1,9.81
9,17.15,COMB3_ULS,Combination,-2010.43,1.182,25.073,6.645E-14,-139.2194,-8.8752,9-1,17.15
9,0,COMB8_ULS,Combination,-1811.065,1.183,31.069,6.648E-14,357.7904,11.408,9-1,0
9,8.575,COMB8_ULS,Combination,-1902.049,1.183,31.069,6.648E-14,91.3764,1.263,9-1,8.575
9,9.81,COMB8_ULS,Combination,-1915.152,1.183,31.069,6.648E-14,53.0066,-0.1982,9-1,9.81
9,9.81,COMB8_ULS,Combination,-1915.152,1.183,31.069,6.648E-14,53.0066,-0.1982,9-1,9.81
9,17.15,COMB8_ULS,Combination,-1993.032,1.183,31.069,6.648E-14,-175.0376,-8.882,9-1,17.15
9,0,COMB9_ULS,Combination,-1948.212,1.187,30.51,6.648E-14,348.7249,11.4695,9-1,0
9,8.575,COMB9_ULS,Combination,-2039.195,1.187,30.51,6.648E-14,87.1024,1.2904,9-1,8.575
9,9.81,COMB9_ULS,Combination,-2052.299,1.187,30.51,6.648E-14,49.4226,-0.1757,9-1,9.81
9,9.81,COMB9_ULS,Combination,-2052.299,1.187,30.51,6.648E-14,49.4226,-0.1757,9-1,9.81
9,17.15,COMB9_ULS,Combination,-2130.179,1.187,30.51,6.648E-14,-174.5201,-8.8888,9-1,17.15
9,0,COMB14_ULS,Combination,-1306.895,8.892,77.562,3.447E-13,873.6526,101.0925,9-1,0
9,8.575,COMB14_ULS,Combination,-1397.878,8.892,77.562,3.447E-13,208.556,24.8397,9-1,8.575
9,9.81,COMB14_ULS,Combination,-1410.982,8.892,77.562,3.447E-13,112.7665,13.8575,9-1,9.81
9,9.81,COMB14_ULS,Combination,-1410.982,8.892,77.562,3.447E-13,112.7665,13.8575,9-1,9.81
9,17.15,COMB14_ULS,Combination,-1488.862,8.892,77.562,3.447E-13,-456.5407,-51.4131,9-1,17.15
9,0,COMB15_ULS,Combination,-1191.603,8.845,28.041,3.445E-13,307.7312,100.3907,9-1,0
9,8.575,COMB15_ULS,Combination,-1282.587,8.845,28.041,3.445E-13,67.2794,24.5473,9-1,8.575
9,9.81,COMB15_ULS,Combination,-1295.691,8.845,28.041,3.445E-13,32.6487,13.6241,9-1,9.81
9,9.81,COMB15_ULS,Combination,-1295.691,8.845,28.041,3.445E-13,32.6487,13.6241,9-1,9.81
9,17.15,COMB15_ULS,Combination,-1373.57,8.845,28.041,3.445E-13,-173.1724,-51.296,9-1,17.15
9,0,COMB16_ULS,Combination,-1218.722,11.814,35.373,4.604E-13,391.6042,134.063,9-1,0
9,8.575,COMB16_ULS,Combination,-1309.706,11.814,35.373,4.604E-13,88.2813,32.7564,9-1,8.575
9,9.81,COMB16_ULS,Combination,-1322.809,11.814,35.373,4.604E-13,44.5957,18.1659,9-1,9.81
9,9.81,COMB16_ULS,Combination,-1322.809,11.814,35.373,4.604E-13,44.5957,18.1659,9-1,9.81
9,17.15,COMB16_ULS,Combination,-1400.689,11.814,35.373,4.604E-13,-215.0417,-68.5502,9-1,17.15
9,0,COMB17_ULS,Combination,-1333.478,-42.911,-2.029,-1.103E-13,-26.4466,-488.2142,9-1,0
9,8.575,COMB17_ULS,Combination,-1424.462,-42.911,-2.029,-1.103E-13,-9.0506,-120.2564,9-1,8.575
9,9.81,COMB17_ULS,Combination,-1437.565,-42.911,-2.029,-1.103E-13,-6.5451,-67.2618,9-1,9.81
9,9.81,COMB17_ULS,Combination,-1437.565,-42.911,-2.029,-1.103E-13,-6.5451,-67.2618,9-1,9.81
9,17.15,COMB17_ULS,Combination,-1515.445,-42.911,-2.029,-1.103E-13,8.3455,247.7015,9-1,17.15
9,0,COMB18_ULS,Combination,-1419.606,-12.199,-33.083,-4.7E-13,-373.4307,-139.8776,9-1,0
9,8.575,COMB18_ULS,Combination,-1510.59,-12.199,-33.083,-4.7E-13,-89.7414,-35.2749,9-1,8.575
9,9.81,COMB18_ULS,Combination,-1523.694,-12.199,-33.083,-4.7E-13,-48.8835,-20.2097,9-1,9.81
9,9.81,COMB18_ULS,Combination,-1523.694,-12.199,-33.083,-4.7E-13,-48.8835,-20.2097,9-1,9.81
9,17.15,COMB18_ULS,Combination,-1601.573,-12.199,-33.083,-4.7E-13,193.948,69.3278,9-1,17.15
9,0,COMB19_ULS,Combination,-1304.85,42.526,4.318,1.151E-13,44.6201,482.3996,9-1,0
9,8.575,COMB19_ULS,Combination,-1395.834,42.526,4.318,1.151E-13,7.5905,117.7378,9-1,8.575
9,9.81,COMB19_ULS,Combination,-1408.937,42.526,4.318,1.151E-13,2.2573,65.218,9-1,9.81
9,9.81,COMB19_ULS,Combination,-1408.937,42.526,4.318,1.151E-13,2.2573,65.218,9-1,9.81
9,17.15,COMB19_ULS,Combination,-1486.817,42.526,4.318,1.151E-13,-29.4392,-246.9239,9-1,17.15
9,0,COMB20_ULS,Combination,-1747.689,1.155,-43.025,6.628E-14,93.8981,11.0003,9-1,0
9,8.575,COMB20_ULS,Combination,-1838.673,1.155,-43.025,6.628E-14,462.8352,1.0977,9-1,8.575
9,9.81,COMB20_ULS,Combination,-1851.776,1.155,-43.025,6.628E-14,515.9707,-0.3285,9-1,9.81
9,9.81,COMB20_ULS,Combination,-1851.776,1.155,104.845,6.628E-14,515.9707,-0.3285,9-1,9.81
9,17.15,COMB20_ULS,Combination,-1929.656,1.155,104.845,6.628E-14,-253.5936,-8.8049,9-1,17.15
9,0,COMB21_ULS,Combination,-718.768,0.545,-1.578,-5.624E-16,-20.3792,6.2357,9-1,0
9,8.575,COMB21_ULS,Combination,-809.752,0.545,-1.578,-5.624E-16,-6.8483,1.5659,9-1,8.575
9,9.81,COMB21_ULS,Combination,-822.855,0.545,-1.578,-5.624E-16,-4.8996,0.8933,9-1,9.81
9,9.81,COMB21_ULS,Combination,-822.855,0.545,-1.578,-5.624E-16,-4.8996,0.8933,9-1,9.81
9,17.15,COMB21_ULS,Combination,-900.735,0.545,-1.578,-5.624E-16,6.6826,-3.104,9-1,17.15
9,0,COMB4_ULS,Combination,-1831.804,-12.128,24.454,-1.076E-14,283.8527,-139.8732,9-1,0
9,8.575,COMB4_ULS,Combination,-1922.788,-12.128,24.454,-1.076E-14,74.1565,-35.8757,9-1,8.575
9,9.81,COMB4_ULS,Combination,-1935.892,-12.128,24.454,-1.076E-14,43.9553,-20.8976,9-1,9.81
9,9.81,COMB4_ULS,Combination,-1935.892,-12.128,24.454,-1.076E-14,43.9553,-20.8976,9-1,9.81
9,17.15,COMB4_ULS,Combination,-2013.772,-12.128,24.454,-1.076E-14,-135.5398,68.1218,9-1,17.15
9,0,COMB5_ULS,Combination,-1829.533,-17.585,25.455,-4.274E-14,295.0312,-201.8875,9-1,0
9,8.575,COMB5_ULS,Combination,-1920.517,-17.585,25.455,-4.274E-14,76.7516,-51.0991,9-1,8.575
9,9.81,COMB5_ULS,Combination,-1933.62,-17.585,25.455,-4.274E-14,45.3143,-29.3821,9-1,9.81
9,9.81,COMB5_ULS,Combination,-1933.62,-17.585,25.455,-4.274E-14,45.3143,-29.3821,9-1,9.81
9,17.15,COMB5_ULS,Combination,-2011.5,-17.585,25.455,-4.274E-14,-141.528,99.6892,9-1,17.15
9,0,COMB6_ULS,Combination,-1824.972,-21.843,27.197,-6.672E-14,314.4921,-250.286,9-1,0
9,8.575,COMB6_ULS,Combination,-1915.956,-21.843,27.197,-6.672E-14,81.2754,-62.98,9-1,8.575
9,9.81,COMB6_ULS,Combination,-1929.06,-21.843,27.197,-6.672E-14,47.6867,-36.0035,9-1,9.81
9,9.81,COMB6_ULS,Combination,-1929.06,-21.843,27.197,-6.672E-14,47.6867,-36.0035,9-1,9.81
9,17.15,COMB6_ULS,Combination,-2006.94,-21.843,27.197,-6.672E-14,-151.9413,124.3261,9-1,17.15
9,0,COMB7_ULS,Combination,-1809.745,-25.436,32.588,-8.803E-14,374.7342,-291.1106,9-1,0
9,8.575,COMB7_ULS,Combination,-1900.729,-25.436,32.588,-8.803E-14,95.2896,-73.0008,9-1,8.575
9,9.81,COMB7_ULS,Combination,-1913.833,-25.436,32.588,-8.803E-14,55.0431,-41.5879,9-1,9.81
9,9.81,COMB7_ULS,Combination,-1913.833,-25.436,32.588,-8.803E-14,55.0431,-41.5879,9-1,9.81
9,17.15,COMB7_ULS,Combination,-1991.713,-25.436,32.588,-8.803E-14,-184.1549,145.109,9-1,17.15
9,0,COMB10_ULS,Combination,-1226.186,0.748,22.564,8.084E-16,246.6344,11.3522,9-1,0
9,8.575,COMB10_ULS,Combination,-1317.17,0.748,22.564,8.084E-16,53.1462,4.9351,9-1,8.575
9,9.81,COMB10_ULS,Combination,-1330.274,0.748,22.564,8.084E-16,25.2793,4.0109,9-1,9.81
9,9.81,COMB10_ULS,Combination,-1330.274,0.748,22.564,8.084E-16,25.2793,4.0109,9-1,9.81
9,17.15,COMB10_ULS,Combination,-1408.154,0.748,22.564,8.084E-16,-140.3421,-1.4821,9-1,17.15
9,0,COMB11_ULS,Combination,-1255.594,1.258,23.004,1.558E-15,253.7986,19.1892,9-1,0
9,8.575,COMB11_ULS,Combination,-1346.578,1.258,23.004,1.558E-15,56.5375,8.404,9-1,8.575
9,9.81,COMB11_ULS,Combination,-1359.682,1.258,23.004,1.558E-15,28.1273,6.8507,9-1,9.81
9,9.81,COMB11_ULS,Combination,-1359.682,1.258,23.004,1.558E-15,28.1273,6.8507,9-1,9.81
9,17.15,COMB11_ULS,Combination,-1437.562,1.258,23.004,1.558E-15,-140.7235,-2.3813,9-1,17.15
9,0,COMB12_ULS,Combination,-1204.326,0.514,22.857,2.195E-15,251.4378,7.5076,9-1,0
9,8.575,COMB12_ULS,Combination,-1295.309,0.514,22.857,2.195E-15,55.4379,3.1041,9-1,8.575
9,9.81,COMB12_ULS,Combination,-1308.413,0.514,22.857,2.195E-15,27.2094,2.4699,9-1,9.81
9,9.81,COMB12_ULS,Combination,-1308.413,0.514,22.857,2.195E-15,27.2094,2.4699,9-1,9.81
9,17.15,COMB12_ULS,Combination,-1386.293,0.514,22.857,2.195E-15,-140.5619,-1.2994,9-1,17.15
9,0,COMB13_ULS,Combination,-1198.655,0.302,22.74,1.108E-15,249.3156,4.3298,9-1,0
9,8.575,COMB13_ULS,Combination,-1289.638,0.302,22.74,1.108E-15,54.3181,1.7429,9-1,8.575
9,9.81,COMB13_ULS,Combination,-1302.742,0.302,22.74,1.108E-15,26.2339,1.3703,9-1,9.81
9,9.81,COMB13_ULS,Combination,-1302.742,0.302,22.74,1.108E-15,26.2339,1.3703,9-1,9.81
9,17.15,COMB13_ULS,Combination,-1380.622,0.302,22.74,1.108E-15,-140.6795,-0.844,9-1,17.15
10,0,COMB1_ULS,Combination,-1954.524,1.141,28.469,2.883E-14,-172.0719,-8.8876,10-1,0
10,0.5,COMB1_ULS,Combination,-1959.829,1.141,28.469,2.883E-14,-186.3066,-9.4583,10-1,0.5
10,1,COMB1_ULS,Combination,-1965.134,1.141,28.469,2.883E-14,-200.5412,-10.0289,10-1,1
10,0,COMB2_ULS,Combination,-1991.437,1.138,30.6,2.883E-14,-178.3223,-8.8822,10-1,0
10,0.5,COMB2_ULS,Combination,-1996.743,1.138,30.6,2.883E-14,-193.6225,-9.4513,10-1,0.5
10,1,COMB2_ULS,Combination,-2002.048,1.138,30.6,2.883E-14,-208.9226,-10.0204,10-1,1
10,0,COMB3_ULS,Combination,-2010.43,1.137,24.273,2.879E-14,-139.2194,-8.8752,10-1,0
10,0.5,COMB3_ULS,Combination,-2015.735,1.137,24.273,2.879E-14,-151.3558,-9.4436,10-1,0.5
10,1,COMB3_ULS,Combination,-2021.04,1.137,24.273,2.879E-14,-163.4922,-10.012,10-1,1
10,0,COMB8_ULS,Combination,-1993.032,1.138,30.069,2.883E-14,-175.0376,-8.882,10-1,0
10,0.5,COMB8_ULS,Combination,-1998.337,1.138,30.069,2.883E-14,-190.072,-9.4511,10-1,0.5
10,1,COMB8_ULS,Combination,-2003.643,1.138,30.069,2.883E-14,-205.1064,-10.0202,10-1,1
10,0,COMB9_ULS,Combination,-2130.179,1.142,29.52,2.883E-14,-174.5201,-8.8888,10-1,0
10,0.5,COMB9_ULS,Combination,-2135.484,1.142,29.52,2.883E-14,-189.2801,-9.4598,10-1,0.5
10,1,COMB9_ULS,Combination,-2140.789,1.142,29.52,2.883E-14,-204.04,-10.0308,10-1,1
10,0,COMB14_ULS,Combination,-1488.862,8.602,75.006,2.299E-13,-456.5407,-51.4131,10-1,0
10,0.5,COMB14_ULS,Combination,-1494.167,8.602,75.006,2.299E-13,-494.0434,-55.7142,10-1,0.5
10,1,COMB14_ULS,Combination,-1499.472,8.602,75.006,2.299E-13,-531.5462,-60.0153,10-1,1
10,0,COMB15_ULS,Combination,-1373.57,8.556,27.092,2.296E-13,-173.1724,-51.296,10-1,0
10,0.5,COMB15_ULS,Combination,-1378.876,8.556,27.092,2.296E-13,-186.7181,-55.5738,10-1,0.5
10,1,COMB15_ULS,Combination,-1384.181,8.556,27.092,2.296E-13,-200.2639,-59.8515,10-1,1
10,0,COMB16_ULS,Combination,-1400.689,11.428,34.186,3.07E-13,-215.0417,-68.5502,10-1,0
10,0.5,COMB16_ULS,Combination,-1405.994,11.428,34.186,3.07E-13,-232.1346,-74.2641,10-1,0.5
10,1,COMB16_ULS,Combination,-1411.3,11.428,34.186,3.07E-13,-249.2274,-79.978,10-1,1
10,0,COMB17_ULS,Combination,-1515.445,-41.511,-1.973,-7.674E-14,8.3455,247.7015,10-1,0
10,0.5,COMB17_ULS,Combination,-1520.751,-41.511,-1.973,-7.674E-14,9.332,268.4571,10-1,0.5
10,1,COMB17_ULS,Combination,-1526.056,-41.511,-1.973,-7.674E-14,10.3184,289.2126,10-1,1
10,0,COMB18_ULS,Combination,-1601.573,-11.804,-31.995,-3.07E-13,193.948,69.3278,10-1,0
10,0.5,COMB18_ULS,Combination,-1606.879,-11.804,-31.995,-3.07E-13,209.9456,75.2299,10-1,0.5
10,1,COMB18_ULS,Combination,-1612.184,-11.804,-31.995,-3.07E-13,225.9432,81.1319,10-1,1
10,0,COMB19_ULS,Combination,-1486.817,41.135,4.164,7.674E-14,-29.4392,-246.9239,10-1,0
10,0.5,COMB19_ULS,Combination,-1492.123,41.135,4.164,7.674E-14,-31.521,-267.4913,10-1,0.5
10,1,COMB19_ULS,Combination,-1497.428,41.135,4.164,7.674E-14,-33.6027,-288.0587,10-1,1
10,0,COMB20_ULS,Combination,-1929.656,1.111,102.515,2.858E-14,-253.5936,-8.8049,10-1,0
10,0.5,COMB20_ULS,Combination,-1934.961,1.111,102.515,2.858E-14,-304.8509,-9.3601,10-1,0.5
10,1,COMB20_ULS,Combination,-1940.267,1.111,102.515,2.858E-14,-356.1083,-9.9154,10-1,1
10,0,COMB21_ULS,Combination,-900.735,0.527,-1.534,-6.664E-16,6.6826,-3.104,10-1,0
10,0.5,COMB21_ULS,Combination,-906.04,0.527,-1.534,-6.664E-16,7.4496,-3.3674,10-1,0.5
10,1,COMB21_ULS,Combination,-911.346,0.527,-1.534,-6.664E-16,8.2166,-3.6309,10-1,1
10,0,COMB4_ULS,Combination,-2013.772,-11.738,23.674,-5.639E-14,-135.5398,68.1218,10-1,0
10,0.5,COMB4_ULS,Combination,-2019.077,-11.738,23.674,-5.639E-14,-147.3769,73.991,10-1,0.5
10,1,COMB4_ULS,Combination,-2024.382,-11.738,23.674,-5.639E-14,-159.2141,79.8602,10-1,1
10,0,COMB5_ULS,Combination,-2011.5,-17.017,24.642,-9.903E-14,-141.528,99.6892,10-1,0
10,0.5,COMB5_ULS,Combination,-2016.805,-17.017,24.642,-9.903E-14,-153.8489,108.1976,10-1,0.5
10,1,COMB5_ULS,Combination,-2022.111,-17.017,24.642,-9.903E-14,-166.1699,116.706,10-1,1
10,0,COMB6_ULS,Combination,-2006.94,-21.136,26.326,-1.417E-13,-151.9413,124.3261,10-1,0
10,0.5,COMB6_ULS,Combination,-2012.245,-21.136,26.326,-1.417E-13,-165.1043,134.8943,10-1,0.5
10,1,COMB6_ULS,Combination,-2017.55,-21.136,26.326,-1.417E-13,-178.2673,145.4624,10-1,1
10,0,COMB7_ULS,Combination,-1991.713,-24.611,31.538,-1.417E-13,-184.1549,145.109,10-1,0
10,0.5,COMB7_ULS,Combination,-1997.018,-24.611,31.538,-1.417E-13,-199.9238,157.4146,10-1,0.5
10,1,COMB7_ULS,Combination,-2002.323,-24.611,31.538,-1.417E-13,-215.6927,169.7203,10-1,1
10,0,COMB10_ULS,Combination,-1408.154,0.733,21.797,1.024E-15,-140.3421,-1.4821,10-1,0
10,0.5,COMB10_ULS,Combination,-1413.459,0.733,21.797,1.024E-15,-151.2406,-1.8484,10-1,0.5
10,1,COMB10_ULS,Combination,-1418.764,0.733,21.797,1.024E-15,-162.1392,-2.2148,10-1,1
10,0,COMB11_ULS,Combination,-1437.562,1.232,22.229,7.24E-16,-140.7235,-2.3813,10-1,0
10,0.5,COMB11_ULS,Combination,-1442.867,1.232,22.229,7.24E-16,-151.8382,-2.9972,10-1,0.5
10,1,COMB11_ULS,Combination,-1448.172,1.232,22.229,7.24E-16,-162.9529,-3.6131,10-1,1
10,0,COMB12_ULS,Combination,-1386.293,0.502,22.085,2.523E-15,-140.5619,-1.2994,10-1,0
10,0.5,COMB12_ULS,Combination,-1391.598,0.502,22.085,2.523E-15,-151.6044,-1.5504,10-1,0.5
10,1,COMB12_ULS,Combination,-1396.903,0.502,22.085,2.523E-15,-162.647,-1.8014,10-1,1
10,0,COMB13_ULS,Combination,-1380.622,0.295,21.969,1.324E-15,-140.6795,-0.844,10-1,0
10,0.5,COMB13_ULS,Combination,-1385.927,0.295,21.969,1.324E-15,-151.6643,-0.9913,10-1,0.5
10,1,COMB13_ULS,Combination,-1391.232,0.295,21.969,1.324E-15,-162.649,-1.1386,10-1,1
11,0,COMB1_ULS,Combination,-1965.134,1.04,26.286,8.624E-14,-200.5412,-10.0289,11-1,0
11,0.5,COMB1_ULS,Combination,-1970.439,1.04,26.286,8.624E-14,-213.6843,-10.5491,11-1,0.5
11,1,COMB1_ULS,Combination,-1975.744,1.04,26.286,8.624E-14,-226.8275,-11.0692,11-1,1
11,0,COMB2_ULS,Combination,-2002.048,1.037,28.299,8.624E-14,-208.9226,-10.0204,11-1,0
11,0.5,COMB2_ULS,Combination,-2007.353,1.037,28.299,8.624E-14,-223.0723,-10.539,11-1,0.5
11,1,COMB2_ULS,Combination,-2012.658,1.037,28.299,8.624E-14,-237.2219,-11.0576,11-1,1
11,0,COMB3_ULS,Combination,-2021.04,1.036,22.463,8.62E-14,-163.4922,-10.012,11-1,0
11,0.5,COMB3_ULS,Combination,-2026.345,1.036,22.463,8.62E-14,-174.7236,-10.5299,11-1,0.5
11,1,COMB3_ULS,Combination,-2031.651,1.036,22.463,8.62E-14,-185.9551,-11.0479,11-1,1
11,0,COMB8_ULS,Combination,-2003.643,1.037,27.809,8.624E-14,-205.1064,-10.0202,11-1,0
11,0.5,COMB8_ULS,Combination,-2008.948,1.037,27.809,8.624E-14,-219.0109,-10.5388,11-1,0.5
11,1,COMB8_ULS,Combination,-2014.253,1.037,27.809,8.624E-14,-232.9154,-11.0574,11-1,1
11,0,COMB9_ULS,Combination,-2140.789,1.041,27.283,8.624E-14,-204.04,-10.0308,11-1,0
11,0.5,COMB9_ULS,Combination,-2146.095,1.041,27.283,8.624E-14,-217.6815,-10.5513,11-1,0.5
11,1,COMB9_ULS,Combination,-2151.4,1.041,27.283,8.624E-14,-231.323,-11.0717,11-1,1
11,0,COMB14_ULS,Combination,-1499.472,7.947,69.232,4.596E-13,-531.5462,-60.0153,11-1,0
11,0.5,COMB14_ULS,Combination,-1504.778,7.947,69.232,4.596E-13,-566.1624,-63.9886,11-1,0.5
11,1,COMB14_ULS,Combination,-1510.083,7.947,69.232,4.596E-13,-600.7786,-67.9619,11-1,1
11,0,COMB15_ULS,Combination,-1384.181,7.902,24.95,4.593E-13,-200.2639,-59.8515,11-1,0
11,0.5,COMB15_ULS,Combination,-1389.486,7.902,24.95,4.593E-13,-212.7388,-63.8027,11-1,0.5
11,1,COMB15_ULS,Combination,-1394.791,7.902,24.95,4.593E-13,-225.2137,-67.7539,11-1,1
11,0,COMB16_ULS,Combination,-1411.3,10.555,31.507,6.139E-13,-249.2274,-79.978,11-1,0
11,0.5,COMB16_ULS,Combination,-1416.605,10.555,31.507,6.139E-13,-264.9809,-85.2556,11-1,0.5
11,1,COMB16_ULS,Combination,-1421.91,10.555,31.507,6.139E-13,-280.7344,-90.5331,11-1,1
11,0,COMB17_ULS,Combination,-1526.056,-38.35,-1.846,-1.535E-13,10.3184,289.2126,11-1,0
11,0.5,COMB17_ULS,Combination,-1531.361,-38.35,-1.846,-1.535E-13,11.2415,308.3877,11-1,0.5
11,1,COMB17_ULS,Combination,-1536.666,-38.35,-1.846,-1.535E-13,12.1646,327.5627,11-1,1
11,0,COMB18_ULS,Combination,-1612.184,-10.913,-29.538,-6.139E-13,225.9432,81.1319,11-1,0
11,0.5,COMB18_ULS,Combination,-1617.489,-10.913,-29.538,-6.139E-13,240.7122,86.5883,11-1,0.5
11,1,COMB18_ULS,Combination,-1622.794,-10.913,-29.538,-6.139E-13,255.4812,92.0447,11-1,1
11,0,COMB19_ULS,Combination,-1497.428,37.992,3.815,1.535E-13,-33.6027,-288.0587,11-1,0
11,0.5,COMB19_ULS,Combination,-1502.733,37.992,3.815,1.535E-13,-35.5103,-307.0549,11-1,0.5
11,1,COMB19_ULS,Combination,-1508.038,37.992,3.815,1.535E-13,-37.4178,-326.0511,11-1,1
11,0,COMB20_ULS,Combination,-1940.267,1.011,97.155,8.595E-14,-356.1083,-9.9154,11-1,0
11,0.5,COMB20_ULS,Combination,-1945.572,1.011,97.155,8.595E-14,-404.6859,-10.4209,11-1,0.5
11,1,COMB20_ULS,Combination,-1950.877,1.011,97.155,8.595E-14,-453.2636,-10.9265,11-1,1
11,0,COMB21_ULS,Combination,-911.346,0.487,-1.434,-6.666E-16,8.2166,-3.6309,11-1,0
11,0.5,COMB21_ULS,Combination,-916.651,0.487,-1.434,-6.666E-16,8.9336,-3.8745,11-1,0.5
11,1,COMB21_ULS,Combination,-921.956,0.487,-1.434,-6.666E-16,9.6506,-4.118,11-1,1
11,0,COMB4_ULS,Combination,-2024.382,-10.858,21.911,1.018E-15,-159.2141,79.8602,11-1,0
11,0.5,COMB4_ULS,Combination,-2029.687,-10.858,21.911,1.018E-15,-170.1694,85.2889,11-1,0.5
11,1,COMB4_ULS,Combination,-2034.992,-10.858,21.911,1.018E-15,-181.1247,90.7177,11-1,1
11,0,COMB5_ULS,Combination,-2022.111,-15.734,22.803,-8.425E-14,-166.1699,116.706,11-1,0
11,0.5,COMB5_ULS,Combination,-2027.416,-15.734,22.803,-8.425E-14,-177.5715,124.5728,11-1,0.5
11,1,COMB5_ULS,Combination,-2032.721,-15.734,22.803,-8.425E-14,-188.973,132.4396,11-1,1
11,0,COMB6_ULS,Combination,-2017.55,-19.539,24.356,-8.425E-14,-178.2673,145.4624,11-1,0
11,0.5,COMB6_ULS,Combination,-2022.855,-19.539,24.356,-8.425E-14,-190.4455,155.232,11-1,0.5
11,1,COMB6_ULS,Combination,-2028.16,-19.539,24.356,-8.425E-14,-202.6237,165.0015,11-1,1
11,0,COMB7_ULS,Combination,-2002.323,-22.749,29.164,-1.695E-13,-215.6927,169.7203,11-1,0
11,0.5,COMB7_ULS,Combination,-2007.628,-22.749,29.164,-1.695E-13,-230.2745,181.0949,11-1,0.5
11,1,COMB7_ULS,Combination,-2012.933,-22.749,29.164,-1.695E-13,-244.8564,192.4694,11-1,1
11,0,COMB10_ULS,Combination,-1418.764,0.697,20.067,7.237E-16,-162.1392,-2.2148,11-1,0
11,0.5,COMB10_ULS,Combination,-1424.069,0.697,20.067,7.237E-16,-172.1727,-2.5631,11-1,0.5
11,1,COMB10_ULS,Combination,-1429.374,0.697,20.067,7.237E-16,-182.2062,-2.9115,11-1,1
11,0,COMB11_ULS,Combination,-1448.172,1.172,20.481,1.923E-15,-162.9529,-3.6131,11-1,0
11,0.5,COMB11_ULS,Combination,-1453.477,1.172,20.481,1.923E-15,-173.1936,-4.1991,11-1,0.5
11,1,COMB11_ULS,Combination,-1458.783,1.172,20.481,1.923E-15,-183.4344,-4.7851,11-1,1
11,0,COMB12_ULS,Combination,-1396.903,0.475,20.343,3.721E-15,-162.647,-1.8014,11-1,0
11,0.5,COMB12_ULS,Combination,-1402.208,0.475,20.343,3.721E-15,-172.8186,-2.039,11-1,0.5
11,1,COMB12_ULS,Combination,-1407.514,0.475,20.343,3.721E-15,-182.9902,-2.2767,11-1,1
11,0,COMB13_ULS,Combination,-1391.232,0.278,20.231,1.323E-15,-162.649,-1.1386,11-1,0
11,0.5,COMB13_ULS,Combination,-1396.538,0.278,20.231,1.323E-15,-172.7645,-1.2778,11-1,0.5
11,1,COMB13_ULS,Combination,-1401.843,0.278,20.231,1.323E-15,-182.88,-1.4171,11-1,1
12,0,COMB1_ULS,Combination,-1975.744,0.969,24.735,8.63E-14,-226.8275,-11.0692,12-1,0
12,0.5,COMB1_ULS,Combination,-1981.05,0.969,24.735,8.63E-14,-239.1949,-11.5536,12-1,0.5
12,1,COMB1_ULS,Combination,-1986.355,0.969,24.735,8.63E-14,-251.5623,-12.038,12-1,1
12,0,COMB2_ULS,Combination,-2012.658,0.966,26.663,8.63E-14,-237.2219,-11.0576,12-1,0
12,0.5,COMB2_ULS,Combination,-2017.963,0.966,26.663,8.63E-14,-250.5532,-11.5405,12-1,0.5
12,1,COMB2_ULS,Combination,-2023.268,0.966,26.663,8.63E-14,-263.8845,-12.0235,12-1,1
12,0,COMB3_ULS,Combination,-2031.651,0.965,21.175,8.626E-14,-185.9551,-11.0479,12-1,0
12,0.5,COMB3_ULS,Combination,-2036.956,0.965,21.175,8.626E-14,-196.5426,-11.5302,12-1,0.5
12,1,COMB3_ULS,Combination,-2042.261,0.965,21.175,8.626E-14,-207.1301,-12.0125,12-1,1
