TABLE:  Element Forces - Frames,,,,,,,,,,,
Frame,Station,OutputCase,CaseType,P,V2,V3,T,M2,M3,FrameElem,ElemStation
Text,m,Text,Text,KN,KN,KN,KN-m,KN-m,KN-m,Text,m
105,0,COMB13_ULS,Combination,-1808.112,-0.05,1.709,2.074E-15,7.5873,-0.3009,105-1,0
105,0.5,COMB13_ULS,Combination,-1813.417,-0.05,1.709,2.074E-15,6.7328,-0.2758,105-1,0.5
105,1,COMB13_ULS,Combination,-1818.722,-0.05,1.709,2.074E-15,5.8784,-0.2507,105-1,1
106,0,COMB1_ULS,Combination,-1508.441,0.177,2.56,1.143E-13,6.0191,0.4169,106-1,0
106,0.5,COMB1_ULS,Combination,-1513.746,0.177,2.56,1.143E-13,4.739,0.3285,106-1,0.5
106,1,COMB1_ULS,Combination,-1519.051,0.177,2.56,1.143E-13,3.4589,0.2401,106-1,1
106,0,COMB2_ULS,Combination,-1545.709,0.177,2.729,1.143E-13,6.4346,0.4173,106-1,0
106,0.5,COMB2_ULS,Combination,-1551.014,0.177,2.729,1.143E-13,5.0699,0.3288,106-1,0.5
106,1,COMB2_ULS,Combination,-1556.319,0.177,2.729,1.143E-13,3.7052,0.2403,106-1,1
106,0,COMB3_ULS,Combination,-1564.783,0.177,2.004,1.144E-13,4.7235,0.4179,106-1,0
106,0.5,COMB3_ULS,Combination,-1570.088,0.177,2.004,1.144E-13,3.7217,0.3293,106-1,0.5
106,1,COMB3_ULS,Combination,-1575.393,0.177,2.004,1.144E-13,2.7198,0.2407,106-1,1
106,0,COMB8_ULS,Combination,-1547.31,0.177,2.668,1.143E-13,6.291,0.4173,106-1,0
106,0.5,COMB8_ULS,Combination,-1552.616,0.177,2.668,1.143E-13,4.9568,0.3288,106-1,0.5
106,1,COMB8_ULS,Combination,-1557.921,0.177,2.668,1.143E-13,3.6225,0.2404,106-1,1
106,0,COMB9_ULS,Combination,-1683.039,0.176,2.637,1.143E-13,6.2105,0.4142,106-1,0
106,0.5,COMB9_ULS,Combination,-1688.344,0.176,2.637,1.143E-13,4.8918,0.3263,106-1,0.5
106,1,COMB9_ULS,Combination,-1693.649,0.176,2.637,1.143E-13,3.5732,0.2385,106-1,1
106,0,COMB14_ULS,Combination,-1597.586,0.961,5.839,4.581E-13,13.7862,2.2692,106-1,0
106,0.5,COMB14_ULS,Combination,-1602.891,0.961,5.839,4.581E-13,10.8668,1.7889,106-1,0.5
106,1,COMB14_ULS,Combination,-1608.196,0.961,5.839,4.581E-13,7.9475,1.3085,106-1,1
106,0,COMB15_ULS,Combination,-1434.833,0.962,0.387,4.593E-13,0.8842,2.2724,106-1,0
106,0.5,COMB15_ULS,Combination,-1440.138,0.962,0.387,4.593E-13,0.6908,1.7914,106-1,0.5
106,1,COMB15_ULS,Combination,-1445.444,0.962,0.387,4.593E-13,0.4975,1.3103,106-1,1
106,0,COMB16_ULS,Combination,-1439.11,1.289,0.241,6.139E-13,0.5415,3.0441,106-1,0
106,0.5,COMB16_ULS,Combination,-1444.415,1.289,0.241,6.139E-13,0.4208,2.3998,106-1,0.5
106,1,COMB16_ULS,Combination,-1449.72,1.289,0.241,6.139E-13,0.3002,1.7554,106-1,1
106,0,COMB17_ULS,Combination,-1412.165,-4.647,0.583,-2.302E-13,1.348,-10.9768,106-1,0
106,0.5,COMB17_ULS,Combination,-1417.47,-4.647,0.583,-2.302E-13,1.0564,-8.6535,106-1,0.5
106,1,COMB17_ULS,Combination,-1422.775,-4.647,0.583,-2.302E-13,0.7647,-6.3302,106-1,1
106,0,COMB18_ULS,Combination,-1444.063,-1.307,-0.13,-9.209E-13,-0.3346,-3.0896,106-1,0
106,0.5,COMB18_ULS,Combination,-1449.368,-1.307,-0.13,-9.209E-13,-0.2695,-2.4361,106-1,0.5
106,1,COMB18_ULS,Combination,-1454.673,-1.307,-0.13,-9.209E-13,-0.2044,-1.7826,106-1,1
106,0,COMB19_ULS,Combination,-1471.008,4.628,-0.472,2.302E-13,-1.1411,10.9313,106-1,0
106,0.5,COMB19_ULS,Combination,-1476.313,4.628,-0.472,2.302E-13,-0.905,8.6171,106-1,0.5
106,1,COMB19_ULS,Combination,-1481.618,4.628,-0.472,2.302E-13,-0.6689,6.303,106-1,1
106,0,COMB20_ULS,Combination,-1456.554,0.178,6.904,1.149E-13,17.1579,0.4193,106-1,0
106,0.5,COMB20_ULS,Combination,-1461.859,0.178,6.904,1.149E-13,13.7058,0.3304,106-1,0.5
106,1,COMB20_ULS,Combination,-1467.164,0.178,6.904,1.149E-13,10.2538,0.2415,106-1,1
106,0,COMB21_ULS,Combination,-1033.933,-0.091,-0.146,1.333E-15,-0.35,-0.2166,106-1,0
106,0.5,COMB21_ULS,Combination,-1039.238,-0.091,-0.146,1.333E-15,-0.2772,-0.1709,106-1,0.5
106,1,COMB21_ULS,Combination,-1044.544,-0.091,-0.146,1.333E-15,-0.2044,-0.1252,106-1,1
106,0,COMB4_ULS,Combination,-1545.635,-1.27,2.555,-1.375E-14,6.0228,-3.0015,106-1,0
106,0.5,COMB4_ULS,Combination,-1550.94,-1.27,2.555,-1.375E-14,4.7454,-2.3663,106-1,0.5
106,1,COMB4_ULS,Combination,-1556.245,-1.27,2.555,-1.375E-14,3.4681,-1.7311,106-1,1
106,0,COMB5_ULS,Combination,-1534.127,-1.864,2.92,-5.638E-14,6.8836,-4.4036,106-1,0
106,0.5,COMB5_ULS,Combination,-1539.432,-1.864,2.92,-5.638E-14,5.4237,-3.4716,106-1,0.5
106,1,COMB5_ULS,Combination,-1544.738,-1.864,2.92,-5.638E-14,3.9638,-2.5397,106-1,1
106,0,COMB6_ULS,Combination,-1522.346,-2.327,3.311,-5.638E-14,7.8066,-5.498,106-1,0
106,0.5,COMB6_ULS,Combination,-1527.651,-2.327,3.311,-5.638E-14,6.151,-4.3344,106-1,0.5
106,1,COMB6_ULS,Combination,-1532.956,-2.327,3.311,-5.638E-14,4.4954,-3.1708,106-1,1
106,0,COMB7_ULS,Combination,-1500.977,-2.718,4.076,-2.269E-13,9.6106,-6.4218,106-1,0
106,0.5,COMB7_ULS,Combination,-1506.282,-2.718,4.076,-2.269E-13,7.5724,-5.0626,106-1,0.5
106,1,COMB7_ULS,Combination,-1511.587,-2.718,4.076,-2.269E-13,5.5343,-3.7035,106-1,1
106,0,COMB10_ULS,Combination,-1691.862,-0.109,2.57,9.499E-16,6.0493,-0.2754,106-1,0
106,0.5,COMB10_ULS,Combination,-1697.168,-0.109,2.57,9.499E-16,4.7642,-0.221,106-1,0.5
106,1,COMB10_ULS,Combination,-1702.473,-0.109,2.57,9.499E-16,3.4791,-0.1665,106-1,1
106,0,COMB11_ULS,Combination,-1816.054,-0.189,2.678,1.849E-15,6.3246,-0.4774,106-1,0
106,0.5,COMB11_ULS,Combination,-1821.359,-0.189,2.678,1.849E-15,4.9853,-0.3829,106-1,0.5
106,1,COMB11_ULS,Combination,-1826.664,-0.189,2.678,1.849E-15,3.6461,-0.2884,106-1,1
106,0,COMB12_ULS,Combination,-2044.444,-0.18,2.722,3.048E-15,6.4342,-0.4545,106-1,0
106,0.5,COMB12_ULS,Combination,-2049.749,-0.18,2.722,3.048E-15,5.0734,-0.3647,106-1,0.5
106,1,COMB12_ULS,Combination,-2055.055,-0.18,2.722,3.048E-15,3.7125,-0.2748,106-1,1
106,0,COMB13_ULS,Combination,-1818.722,-0.099,2.502,1.25E-15,5.8784,-0.2507,106-1,0
106,0.5,COMB13_ULS,Combination,-1824.028,-0.099,2.502,1.25E-15,4.6272,-0.2012,106-1,0.5
106,1,COMB13_ULS,Combination,-1829.333,-0.099,2.502,1.25E-15,3.3761,-0.1517,106-1,1
107,0,COMB1_ULS,Combination,-1519.051,0.139,2.011,1.143E-13,3.4589,0.2401,107-1,0
107,0.5,COMB1_ULS,Combination,-1524.357,0.139,2.011,1.143E-13,2.4535,0.1705,107-1,0.5
107,1,COMB1_ULS,Combination,-1529.662,0.139,2.011,1.143E-13,1.4481,0.1008,107-1,1
107,0,COMB2_ULS,Combination,-1556.319,0.139,2.15,1.143E-13,3.7052,0.2403,107-1,0
107,0.5,COMB2_ULS,Combination,-1561.624,0.139,2.15,1.143E-13,2.6305,0.1706,107-1,0.5
107,1,COMB2_ULS,Combination,-1566.93,0.139,2.15,1.143E-13,1.5557,0.1009,107-1,1
107,0,COMB3_ULS,Combination,-1575.393,0.14,1.578,1.144E-13,2.7198,0.2407,107-1,0
107,0.5,COMB3_ULS,Combination,-1580.699,0.14,1.578,1.144E-13,1.9308,0.1709,107-1,0.5
107,1,COMB3_ULS,Combination,-1586.004,0.14,1.578,1.144E-13,1.1418,0.1011,107-1,1
107,0,COMB8_ULS,Combination,-1557.921,0.139,2.102,1.143E-13,3.6225,0.2404,107-1,0
107,0.5,COMB8_ULS,Combination,-1563.226,0.139,2.102,1.143E-13,2.5717,0.1706,107-1,0.5
107,1,COMB8_ULS,Combination,-1568.531,0.139,2.102,1.143E-13,1.5209,0.1009,107-1,1
107,0,COMB9_ULS,Combination,-1693.649,0.138,2.075,1.143E-13,3.5732,0.2385,107-1,0
107,0.5,COMB9_ULS,Combination,-1698.955,0.138,2.075,1.143E-13,2.5359,0.1693,107-1,0.5
107,1,COMB9_ULS,Combination,-1704.26,0.138,2.075,1.143E-13,1.4986,0.1001,107-1,1
107,0,COMB14_ULS,Combination,-1608.196,0.758,4.606,6.883E-13,7.9475,1.3085,107-1,0
107,0.5,COMB14_ULS,Combination,-1613.501,0.758,4.606,6.883E-13,5.6447,0.9294,107-1,0.5
107,1,COMB14_ULS,Combination,-1618.807,0.758,4.606,6.883E-13,3.3419,0.5504,107-1,1
107,0,COMB15_ULS,Combination,-1445.444,0.759,0.295,6.889E-13,0.4975,1.3103,107-1,0
107,0.5,COMB15_ULS,Combination,-1450.749,0.759,0.295,6.889E-13,0.3499,0.9307,107-1,0.5
107,1,COMB15_ULS,Combination,-1456.054,0.759,0.295,6.889E-13,0.2022,0.5512,107-1,1
107,0,COMB16_ULS,Combination,-1449.72,1.017,0.181,9.209E-13,0.3002,1.7554,107-1,0
107,0.5,COMB16_ULS,Combination,-1455.025,1.017,0.181,9.209E-13,0.2098,1.247,107-1,0.5
107,1,COMB16_ULS,Combination,-1460.33,1.017,0.181,9.209E-13,0.1193,0.7385,107-1,1
107,0,COMB17_ULS,Combination,-1422.775,-3.667,0.45,-1.535E-13,0.7647,-6.3302,107-1,0
107,0.5,COMB17_ULS,Combination,-1428.08,-3.667,0.45,-1.535E-13,0.5395,-4.4967,107-1,0.5
107,1,COMB17_ULS,Combination,-1433.385,-3.667,0.45,-1.535E-13,0.3144,-2.6632,107-1,1
107,0,COMB18_ULS,Combination,-1454.673,-1.032,-0.112,-9.209E-13,-0.2044,-1.7826,107-1,0
107,0.5,COMB18_ULS,Combination,-1459.978,-1.032,-0.112,-9.209E-13,-0.1485,-1.2666,107-1,0.5
107,1,COMB18_ULS,Combination,-1465.284,-1.032,-0.112,-9.209E-13,-0.0926,-0.7505,107-1,1
107,0,COMB19_ULS,Combination,-1481.618,3.652,-0.381,1.535E-13,-0.6689,6.303,107-1,0
107,0.5,COMB19_ULS,Combination,-1486.923,3.652,-0.381,1.535E-13,-0.4783,4.4771,107-1,0.5
107,1,COMB19_ULS,Combination,-1492.229,3.652,-0.381,1.535E-13,-0.2876,2.6512,107-1,1
107,0,COMB20_ULS,Combination,-1467.164,0.14,5.734,1.149E-13,10.2538,0.2415,107-1,0
107,0.5,COMB20_ULS,Combination,-1472.469,0.14,5.734,1.149E-13,7.3869,0.1714,107-1,0.5
107,1,COMB20_ULS,Combination,-1477.775,0.14,5.734,1.149E-13,4.52,0.1014,107-1,1
107,0,COMB21_ULS,Combination,-1044.544,-0.072,-0.117,9.996E-16,-0.2044,-0.1252,107-1,0
107,0.5,COMB21_ULS,Combination,-1049.849,-0.072,-0.117,9.996E-16,-0.1459,-0.089,107-1,0.5
107,1,COMB21_ULS,Combination,-1055.154,-0.072,-0.117,9.996E-16,-0.0874,-0.0528,107-1,1
107,0,COMB4_ULS,Combination,-1556.245,-1.003,2.012,-5.638E-14,3.4681,-1.7311,107-1,0
107,0.5,COMB4_ULS,Combination,-1561.55,-1.003,2.012,-5.638E-14,2.4621,-1.2298,107-1,0.5
107,1,COMB4_ULS,Combination,-1566.856,-1.003,2.012,-5.638E-14,1.4561,-0.7284,107-1,1
107,0,COMB5_ULS,Combination,-1544.738,-1.471,2.3,-9.901E-14,3.9638,-2.5397,107-1,0
107,0.5,COMB5_ULS,Combination,-1550.043,-1.471,2.3,-9.901E-14,2.814,-1.8041,107-1,0.5
107,1,COMB5_ULS,Combination,-1555.348,-1.471,2.3,-9.901E-14,1.6642,-1.0686,107-1,1
107,0,COMB6_ULS,Combination,-1532.956,-1.837,2.608,-2.269E-13,4.4954,-3.1708,107-1,0
107,0.5,COMB6_ULS,Combination,-1538.261,-1.837,2.608,-2.269E-13,3.1914,-2.2524,107-1,0.5
107,1,COMB6_ULS,Combination,-1543.566,-1.837,2.608,-2.269E-13,1.8875,-1.3341,107-1,1
107,0,COMB7_ULS,Combination,-1511.587,-2.145,3.211,-1.416E-13,5.5343,-3.7035,107-1,0
107,0.5,COMB7_ULS,Combination,-1516.892,-2.145,3.211,-1.416E-13,3.929,-2.6308,107-1,0.5
107,1,COMB7_ULS,Combination,-1522.197,-2.145,3.211,-1.416E-13,2.3237,-1.5582,107-1,1
107,0,COMB10_ULS,Combination,-1702.473,-0.092,2.021,6.506E-16,3.4791,-0.1665,107-1,0
107,0.5,COMB10_ULS,Combination,-1707.778,-0.092,2.021,6.506E-16,2.4687,-0.1204,107-1,0.5
107,1,COMB10_ULS,Combination,-1713.083,-0.092,2.021,6.506E-16,1.4582,-0.0744,107-1,1
107,0,COMB11_ULS,Combination,-1826.664,-0.16,2.113,1.85E-15,3.6461,-0.2884,107-1,0
107,0.5,COMB11_ULS,Combination,-1831.97,-0.16,2.113,1.85E-15,2.5896,-0.2086,107-1,0.5
107,1,COMB11_ULS,Combination,-1837.275,-0.16,2.113,1.85E-15,1.5332,-0.1288,107-1,1
107,0,COMB12_ULS,Combination,-2055.055,-0.152,2.149,3.049E-15,3.7125,-0.2748,107-1,0
107,0.5,COMB12_ULS,Combination,-2060.36,-0.152,2.149,3.049E-15,2.6377,-0.1989,107-1,0.5
107,1,COMB12_ULS,Combination,-2065.665,-0.152,2.149,3.049E-15,1.563,-0.1229,107-1,1
107,0,COMB13_ULS,Combination,-1829.333,-0.084,1.964,1.25E-15,3.3761,-0.1517,107-1,0
107,0.5,COMB13_ULS,Combination,-1834.638,-0.084,1.964,1.25E-15,2.3942,-0.1098,107-1,0.5
107,1,COMB13_ULS,Combination,-1839.943,-0.084,1.964,1.25E-15,1.4124,-0.0679,107-1,1
108,0,COMB1_ULS,Combination,-1529.662,0.08,1.146,8.575E-14,1.4481,0.1008,108-1,0
108,0.5,COMB1_ULS,Combination,-1534.967,0.08,1.146,8.575E-14,0.8751,0.0611,108-1,0.5
108,1,COMB1_ULS,Combination,-1540.272,0.08,1.146,8.575E-14,0.302,0.0213,108-1,1
108,0,COMB2_ULS,Combination,-1566.93,0.08,1.228,8.575E-14,1.5557,0.1009,108-1,0
108,0.5,COMB2_ULS,Combination,-1572.235,0.08,1.228,8.575E-14,0.9418,0.0611,108-1,0.5
108,1,COMB2_ULS,Combination,-1577.54,0.08,1.228,8.575E-14,0.3278,0.0213,108-1,1
108,0,COMB3_ULS,Combination,-1586.004,0.08,0.901,8.584E-14,1.1418,0.1011,108-1,0
108,0.5,COMB3_ULS,Combination,-1591.309,0.08,0.901,8.584E-14,0.6912,0.0612,108-1,0.5
108,1,COMB3_ULS,Combination,-1596.614,0.08,0.901,8.584E-14,0.2406,0.0213,108-1,1
108,0,COMB8_ULS,Combination,-1568.531,0.08,1.2,8.575E-14,1.5209,0.1009,108-1,0
108,0.5,COMB8_ULS,Combination,-1573.836,0.08,1.2,8.575E-14,0.9207,0.0611,108-1,0.5
108,1,COMB8_ULS,Combination,-1579.141,0.08,1.2,8.575E-14,0.3205,0.0213,108-1,1
108,0,COMB9_ULS,Combination,-1704.26,0.079,1.184,8.575E-14,1.4986,0.1001,108-1,0
108,0.5,COMB9_ULS,Combination,-1709.565,0.079,1.184,8.575E-14,0.9065,0.0606,108-1,0.5
108,1,COMB9_ULS,Combination,-1714.87,0.079,1.184,8.575E-14,0.3145,0.0211,108-1,1
108,0,COMB14_ULS,Combination,-1618.807,0.434,2.634,4.584E-13,3.3419,0.5504,108-1,0
108,0.5,COMB14_ULS,Combination,-1624.112,0.434,2.634,4.584E-13,2.0251,0.3336,108-1,0.5
108,1,COMB14_ULS,Combination,-1629.417,0.434,2.634,4.584E-13,0.7082,0.1168,108-1,1
108,0,COMB15_ULS,Combination,-1456.054,0.434,0.165,4.593E-13,0.2022,0.5512,108-1,0
108,0.5,COMB15_ULS,Combination,-1461.359,0.434,0.165,4.593E-13,0.1198,0.334,108-1,0.5
108,1,COMB15_ULS,Combination,-1466.664,0.434,0.165,4.593E-13,0.0375,0.1169,108-1,1
108,0,COMB16_ULS,Combination,-1460.33,0.582,0.099,6.139E-13,0.1193,0.7385,108-1,0
108,0.5,COMB16_ULS,Combination,-1465.636,0.582,0.099,6.139E-13,0.0697,0.4476,108-1,0.5
108,1,COMB16_ULS,Combination,-1470.941,0.582,0.099,6.139E-13,0.02,0.1568,108-1,1
108,0,COMB17_ULS,Combination,-1433.385,-2.098,0.253,-1.535E-13,0.3144,-2.6632,108-1,0
108,0.5,COMB17_ULS,Combination,-1438.69,-2.098,0.253,-1.535E-13,0.1878,-1.6143,108-1,0.5
108,1,COMB17_ULS,Combination,-1443.996,-2.098,0.253,-1.535E-13,0.0612,-0.5654,108-1,1
108,0,COMB18_ULS,Combination,-1465.284,-0.591,-0.068,-6.139E-13,-0.0926,-0.7505,108-1,0
108,0.5,COMB18_ULS,Combination,-1470.589,-0.591,-0.068,-6.139E-13,-0.0586,-0.4551,108-1,0.5
108,1,COMB18_ULS,Combination,-1475.894,-0.591,-0.068,-6.139E-13,-0.0247,-0.1597,108-1,1
108,0,COMB19_ULS,Combination,-1492.229,2.089,-0.222,1.535E-13,-0.2876,2.6512,108-1,0
108,0.5,COMB19_ULS,Combination,-1497.534,2.089,-0.222,1.535E-13,-0.1767,1.6068,108-1,0.5
108,1,COMB19_ULS,Combination,-1502.839,2.089,-0.222,1.535E-13,-0.0658,0.5624,108-1,1
108,0,COMB20_ULS,Combination,-1477.775,0.08,3.402,8.615E-14,4.52,0.1014,108-1,0
108,0.5,COMB20_ULS,Combination,-1483.08,0.08,3.402,8.615E-14,2.8189,0.0614,108-1,0.5
108,1,COMB20_ULS,Combination,-1488.385,0.08,3.402,8.615E-14,1.1178,0.0214,108-1,1
108,0,COMB21_ULS,Combination,-1055.154,-0.041,-0.068,6.664E-16,-0.0874,-0.0528,108-1,0
108,0.5,COMB21_ULS,Combination,-1060.459,-0.041,-0.068,6.664E-16,-0.0535,-0.0321,108-1,0.5
108,1,COMB21_ULS,Combination,-1065.764,-0.041,-0.068,6.664E-16,-0.0197,-0.0113,108-1,1
108,0,COMB4_ULS,Combination,-1566.856,-0.574,1.149,4.036E-16,1.4561,-0.7284,108-1,0
108,0.5,COMB4_ULS,Combination,-1572.161,-0.574,1.149,4.036E-16,0.8815,-0.4416,108-1,0.5
108,1,COMB4_ULS,Combination,-1577.466,-0.574,1.149,4.036E-16,0.3068,-0.1547,108-1,1
108,0,COMB5_ULS,Combination,-1555.348,-0.842,1.313,-4.223E-14,1.6642,-1.0686,108-1,0
108,0.5,COMB5_ULS,Combination,-1560.653,-0.842,1.313,-4.223E-14,1.0075,-0.6478,108-1,0.5
108,1,COMB5_ULS,Combination,-1565.958,-0.842,1.313,-4.223E-14,0.3507,-0.2269,108-1,1
108,0,COMB6_ULS,Combination,-1543.566,-1.051,1.49,-8.486E-14,1.8875,-1.3341,108-1,0
108,0.5,COMB6_ULS,Combination,-1548.871,-1.051,1.49,-8.486E-14,1.1426,-0.8087,108-1,0.5
108,1,COMB6_ULS,Combination,-1554.177,-1.051,1.49,-8.486E-14,0.3978,-0.2833,108-1,1
108,0,COMB7_ULS,Combination,-1522.197,-1.227,1.834,-1.701E-13,2.3237,-1.5582,108-1,0
108,0.5,COMB7_ULS,Combination,-1527.503,-1.227,1.834,-1.701E-13,1.4068,-0.9445,108-1,0.5
108,1,COMB7_ULS,Combination,-1532.808,-1.227,1.834,-1.701E-13,0.4898,-0.3309,108-1,1
108,0,COMB10_ULS,Combination,-1713.083,-0.055,1.153,8.333E-16,1.4582,-0.0744,108-1,0
108,0.5,COMB10_ULS,Combination,-1718.388,-0.055,1.153,8.333E-16,0.8818,-0.0468,108-1,0.5
108,1,COMB10_ULS,Combination,-1723.693,-0.055,1.153,8.333E-16,0.3054,-0.0192,108-1,1
108,0,COMB11_ULS,Combination,-1837.275,-0.096,1.208,2.032E-15,1.5332,-0.1288,108-1,0
108,0.5,COMB11_ULS,Combination,-1842.58,-0.096,1.208,2.032E-15,0.9291,-0.081,108-1,0.5
108,1,COMB11_ULS,Combination,-1847.885,-0.096,1.208,2.032E-15,0.325,-0.0331,108-1,1
108,0,COMB12_ULS,Combination,-2065.665,-0.091,1.23,3.231E-15,1.563,-0.1229,108-1,0
108,0.5,COMB12_ULS,Combination,-2070.97,-0.091,1.23,3.231E-15,0.9478,-0.0773,108-1,0.5
108,1,COMB12_ULS,Combination,-2076.275,-0.091,1.23,3.231E-15,0.3327,-0.0317,108-1,1
108,0,COMB13_ULS,Combination,-1839.943,-0.05,1.119,8.333E-16,1.4124,-0.0679,108-1,0
108,0.5,COMB13_ULS,Combination,-1845.248,-0.05,1.119,8.333E-16,0.853,-0.0428,108-1,0.5
108,1,COMB13_ULS,Combination,-1850.554,-0.05,1.119,8.333E-16,0.2937,-0.0176,108-1,1
109,0,COMB1_ULS,Combination,-1540.272,0.032,0.467,5.709E-14,0.302,0.0213,109-1,0
109,0.5,COMB1_ULS,Combination,-1545.577,0.032,0.467,5.709E-14,0.0688,0.005,109-1,0.5
109,1,COMB1_ULS,Combination,-1550.882,0.032,0.467,5.709E-14,-0.1645,-0.0112,109-1,1
109,0,COMB2_ULS,Combination,-1577.54,0.033,0.501,5.709E-14,0.3278,0.0213,109-1,0
109,0.5,COMB2_ULS,Combination,-1582.845,0.033,0.501,5.709E-14,0.0772,0.005,109-1,0.5
109,1,COMB2_ULS,Combination,-1588.15,0.033,0.501,5.709E-14,-0.1735,-0.0112,109-1,1
109,0,COMB3_ULS,Combination,-1596.614,0.033,0.368,5.721E-14,0.2406,0.0213,109-1,0
109,0.5,COMB3_ULS,Combination,-1601.919,0.033,0.368,5.721E-14,0.0566,0.005,109-1,0.5
109,1,COMB3_ULS,Combination,-1607.224,0.033,0.368,5.721E-14,-0.1274,-0.0112,109-1,1
109,0,COMB8_ULS,Combination,-1579.141,0.033,0.49,5.709E-14,0.3205,0.0213,109-1,0
109,0.5,COMB8_ULS,Combination,-1584.447,0.033,0.49,5.709E-14,0.0755,0.005,109-1,0.5
109,1,COMB8_ULS,Combination,-1589.752,0.033,0.49,5.709E-14,-0.1696,-0.0112,109-1,1
109,0,COMB9_ULS,Combination,-1714.87,0.032,0.483,5.709E-14,0.3145,0.0211,109-1,0
109,0.5,COMB9_ULS,Combination,-1720.175,0.032,0.483,5.709E-14,0.0731,0.005,109-1,0.5
109,1,COMB9_ULS,Combination,-1725.48,0.032,0.483,5.709E-14,-0.1683,-0.0112,109-1,1
109,0,COMB14_ULS,Combination,-1629.417,0.177,1.077,4.584E-13,0.7082,0.1168,109-1,0
109,0.5,COMB14_ULS,Combination,-1634.722,0.177,1.077,4.584E-13,0.1697,0.0281,109-1,0.5
109,1,COMB14_ULS,Combination,-1640.027,0.177,1.077,4.584E-13,-0.3688,-0.0606,109-1,1
109,0,COMB15_ULS,Combination,-1466.664,0.178,0.065,4.593E-13,0.0375,0.1169,109-1,0
109,0.5,COMB15_ULS,Combination,-1471.969,0.178,0.065,4.593E-13,0.005,0.0281,109-1,0.5
109,1,COMB15_ULS,Combination,-1477.275,0.178,0.065,4.593E-13,-0.0275,-0.0607,109-1,1
109,0,COMB16_ULS,Combination,-1470.941,0.238,0.038,6.139E-13,0.02,0.1568,109-1,0
109,0.5,COMB16_ULS,Combination,-1476.246,0.238,0.038,6.139E-13,0.0008854,0.0377,109-1,0.5
109,1,COMB16_ULS,Combination,-1481.551,0.238,0.038,6.139E-13,-0.0182,-0.0813,109-1,1
109,0,COMB17_ULS,Combination,-1443.996,-0.858,0.101,-1.535E-13,0.0612,-0.5654,109-1,0
109,0.5,COMB17_ULS,Combination,-1449.301,-0.858,0.101,-1.535E-13,0.0106,-0.1362,109-1,0.5
109,1,COMB17_ULS,Combination,-1454.606,-0.858,0.101,-1.535E-13,-0.04,0.2929,109-1,1
109,0,COMB18_ULS,Combination,-1475.894,-0.242,-0.03,-6.139E-13,-0.0247,-0.1597,109-1,0
109,0.5,COMB18_ULS,Combination,-1481.199,-0.242,-0.03,-6.139E-13,-0.0097,-0.0388,109-1,0.5
109,1,COMB18_ULS,Combination,-1486.504,-0.242,-0.03,-6.139E-13,0.0054,0.0822,109-1,1
109,0,COMB19_ULS,Combination,-1502.839,0.854,-0.093,1.535E-13,-0.0658,0.5624,109-1,0
109,0.5,COMB19_ULS,Combination,-1508.144,0.854,-0.093,1.535E-13,-0.0194,0.1352,109-1,0.5
109,1,COMB19_ULS,Combination,-1513.449,0.854,-0.093,1.535E-13,0.0271,-0.292,109-1,1
109,0,COMB20_ULS,Combination,-1488.385,0.033,1.463,5.749E-14,1.1178,0.0214,109-1,0
109,0.5,COMB20_ULS,Combination,-1493.69,0.033,1.463,5.749E-14,0.3861,0.005,109-1,0.5
109,1,COMB20_ULS,Combination,-1498.995,0.033,1.463,5.749E-14,-0.3456,-0.0113,109-1,1
109,0,COMB21_ULS,Combination,-1065.764,-0.017,-0.028,9.995E-16,-0.0197,-0.0113,109-1,0
109,0.5,COMB21_ULS,Combination,-1071.07,-0.017,-0.028,9.995E-16,-0.0055,-0.0028,109-1,0.5
109,1,COMB21_ULS,Combination,-1076.375,-0.017,-0.028,9.995E-16,0.0086,0.0057,109-1,1
109,0,COMB4_ULS,Combination,-1577.466,-0.235,0.469,-2.83E-14,0.3068,-0.1547,109-1,0
109,0.5,COMB4_ULS,Combination,-1582.771,-0.235,0.469,-2.83E-14,0.0722,-0.0374,109-1,0.5
109,1,COMB4_ULS,Combination,-1588.076,-0.235,0.469,-2.83E-14,-0.1624,0.08,109-1,1
109,0,COMB5_ULS,Combination,-1565.958,-0.344,0.536,-1.136E-13,0.3507,-0.2269,109-1,0
109,0.5,COMB5_ULS,Combination,-1571.263,-0.344,0.536,-1.136E-13,0.0826,-0.0547,109-1,0.5
109,1,COMB5_ULS,Combination,-1576.569,-0.344,0.536,-1.136E-13,-0.1855,0.1175,109-1,1
109,0,COMB6_ULS,Combination,-1554.177,-0.43,0.608,-1.136E-13,0.3978,-0.2833,109-1,0
109,0.5,COMB6_ULS,Combination,-1559.482,-0.43,0.608,-1.136E-13,0.0937,-0.0683,109-1,0.5
109,1,COMB6_ULS,Combination,-1564.787,-0.43,0.608,-1.136E-13,-0.2104,0.1467,109-1,1
109,0,COMB7_ULS,Combination,-1532.808,-0.502,0.749,-1.136E-13,0.4898,-0.3309,109-1,0
109,0.5,COMB7_ULS,Combination,-1538.113,-0.502,0.749,-1.136E-13,0.1154,-0.0798,109-1,0.5
109,1,COMB7_ULS,Combination,-1543.418,-0.502,0.749,-1.136E-13,-0.259,0.1713,109-1,1
109,0,COMB10_ULS,Combination,-1723.693,-0.024,0.47,5.758E-16,0.3054,-0.0192,109-1,0
